words,links,capital_words,spam_word_count,is_spam
481,10,22,6,1
227,3,1,1,0
289,0,0,0,0
373,4,1,3,0
184,0,18,5,1
163,2,3,0,0
83,1,2,1,0
514,9,7,7,1
402,1,1,1,0
565,7,15,5,1
96,2,3,2,0
776,10,9,3,1
53,2,0,2,0
29,2,3,5,0
96,1,10,1,0
120,7,5,2,1
845,9,28,5,1
988,8,16,2,1
882,7,21,3,1
35,5,3,1,0
284,9,26,0,1
21,2,3,1,0
281,1,2,1,0
275,8,1,6,1
82,2,3,2,0
468,7,20,0,1
184,9,6,3,1
294,0,2,6,0
415,4,21,10,1
189,2,3,1,0
271,1,9,0,0
885,1,25,4,1
745,2,5,7,1
336,2,9,9,1
151,0,0,2,0
812,10,6,3,1
414,8,11,10,1
355,1,27,6,1
645,6,23,3,1
764,10,23,3,1
193,0,0,2,0
97,1,2,0,0
167,0,2,0,0
195,0,7,1,0
274,2,0,2,0
170,2,16,5,1
616,7,5,4,1
121,1,2,3,0
257,0,2,0,0
188,9,12,6,1
382,1,14,0,1
82,7,28,9,1
243,2,1,2,0
118,9,10,5,1
202,0,2,0,0
143,8,30,6,1
290,3,2,2,0
181,1,4,3,0
794,0,27,6,1
69,1,1,2,0
428,3,25,0,1
99,4,2,0,0
553,4,25,4,1
208,2,1,1,0
878,2,4,7,1
208,0,0,0,0
157,8,0,10,1
146,0,2,0,0
118,4,6,10,1
431,4,5,5,1
201,2,9,2,0
155,2,1,3,0
214,3,2,1,0
151,4,0,6,1
140,2,20,3,1
239,1,8,1,0
236,2,1,2,0
167,5,3,1,0
233,3,26,5,1
180,1,1,2,0
549,1,18,7,1
628,2,15,4,1
511,3,26,5,1
398,2,3,4,0
269,0,0,0,0
294,7,27,3,1
54,2,11,5,1
204,2,3,0,0
59,1,3,2,0
300,10,30,7,1
715,9,28,5,1
321,6,23,8,1
447,6,21,9,1
744,6,2,3,1
794,4,1,0,1
167,2,0,2,0
749,4,1,10,1
162,9,21,4,1
156,3,3,0,0
83,0,3,2,0
535,3,11,3,1
142,9,24,10,1
50,1,3,0,0
289,0,2,3,0
370,1,1,0,0
50,0,3,4,1
119,0,2,0,0
178,1,2,2,0
281,1,4,2,0
123,0,3,0,0
314,6,26,10,1
385,4,12,3,1
490,0,1,6,0
74,2,3,0,0
66,2,29,3,1
545,5,23,10,1
115,1,2,0,0
764,3,13,3,1
95,2,3,0,0
284,9,26,6,1
165,0,2,0,0
195,4,0,2,0
344,1,0,0,0
157,2,0,0,0
230,2,3,1,0
220,3,13,3,1
632,4,24,4,1
51,5,7,2,0
675,9,26,2,1
400,0,0,1,0
78,5,19,3,1
577,3,19,5,1
865,9,5,3,1
283,0,2,0,0
181,0,4,1,0
65,7,15,6,1
265,2,1,0,0
717,5,30,4,1
112,2,2,0,0
247,3,3,8,1
191,0,3,2,0
168,2,7,2,0
242,1,1,4,0
356,2,1,8,1
241,0,0,3,0
102,1,2,0,0
180,7,21,4,1
178,2,1,2,0
98,2,0,3,0
59,0,20,7,1
331,3,1,5,1
57,2,0,4,0
716,4,9,8,1
44,0,3,4,0
429,2,1,2,0
208,2,0,0,0
163,5,0,1,0
162,2,4,0,0
253,0,3,0,0
188,0,1,0,0
294,0,2,5,0
132,5,3,1,0
425,3,13,5,1
116,1,11,0,1
119,1,0,3,0
408,0,24,8,1
123,4,30,8,1
569,3,1,8,1
85,4,16,10,1
732,2,13,3,1
754,2,12,5,1
480,3,11,1,1
554,5,7,6,1
724,6,0,10,1
387,3,19,3,1
999,3,2,9,1
283,3,11,9,1
567,1,16,4,1
684,0,19,2,1
205,0,1,2,0
560,5,17,3,1
41,2,0,2,0
57,0,2,0,0
393,8,10,3,1
268,2,1,1,0
558,6,0,10,1
449,2,0,8,1
132,2,2,0,0
451,1,2,1,0
248,0,12,6,1
283,2,0,3,0
588,7,12,4,1
132,3,9,9,1
318,7,26,5,1
58,1,3,1,0
368,1,13,4,1
433,4,3,10,1
497,3,5,7,1
431,9,21,2,1
619,2,29,8,1
95,8,13,3,1
888,2,4,3,1
262,5,6,0,1
32,0,4,2,0
57,8,15,6,1
56,3,1,5,1
277,8,15,3,1
832,8,2,10,1
219,2,7,1,0
594,6,19,3,1
297,0,1,2,0
151,1,3,2,0
670,2,13,10,1
62,7,21,7,1
124,1,9,0,0
676,5,24,5,1
546,10,10,3,1
214,4,19,9,1
172,9,2,6,1
214,2,21,10,1
123,2,6,1,0
955,6,10,8,1
308,1,3,6,0
123,9,2,6,1
506,10,9,10,1
336,3,27,0,1
79,4,0,2,0
824,2,20,4,1
154,2,2,2,0
322,9,22,9,1
83,2,0,0,0
422,5,1,0,0
254,1,0,2,0
641,1,8,7,1
195,2,0,0,0
296,2,1,2,0
415,3,19,9,1
962,10,8,3,1
294,2,3,0,0
62,1,1,2,0
313,10,28,10,1
422,7,2,7,1
338,6,25,4,1
429,0,3,2,0
204,2,3,0,0
583,4,19,4,1
872,10,17,8,1
273,2,10,2,0
612,8,28,9,1
180,3,2,0,0
914,10,5,10,1
311,2,23,9,1
433,1,2,2,0
231,4,3,2,0
67,2,0,0,0
204,3,1,2,0
380,4,4,7,1
125,8,28,4,1
502,6,4,5,1
528,4,17,7,1
613,6,5,9,1
665,8,6,5,1
243,2,2,2,0
153,8,24,5,1
615,9,12,4,1
880,1,17,7,1
743,7,19,5,1
378,2,2,1,0
442,4,2,10,1
141,1,2,1,0
199,4,24,8,1
443,0,3,1,0
893,9,6,10,1
575,5,29,3,1
171,1,0,5,1
336,3,3,4,0
294,5,2,1,0
129,6,20,1,1
217,2,30,7,1
267,3,1,6,0
618,4,1,6,1
141,10,29,5,1
80,2,3,0,0
725,8,3,9,1
198,7,22,8,1
245,1,5,5,1
218,3,12,10,1
170,5,21,6,1
900,7,17,5,1
818,4,7,5,1
134,2,16,2,1
295,2,23,4,1
100,0,3,1,0
288,2,2,2,0
54,1,3,3,0
40,4,3,0,0
318,2,3,0,0
145,1,5,5,0
272,0,3,0,0
270,1,2,0,0
779,3,23,8,1
88,1,5,1,0
113,4,1,5,0
216,2,0,0,0
595,0,27,6,1
300,4,18,6,1
348,6,1,7,1
185,1,2,2,0
137,4,2,0,0
248,2,1,1,0
694,3,23,5,1
56,0,3,1,0
58,4,3,2,0
154,2,1,2,0
44,0,0,2,0
568,8,20,0,1
56,0,8,1,0
186,10,28,6,1
87,10,9,8,1
750,7,4,10,1
218,1,6,2,0
259,3,15,6,1
326,3,10,5,0
72,9,25,3,1
895,4,22,2,1
574,4,27,8,1
299,9,2,3,1
778,4,28,6,1
656,6,27,3,1
52,2,2,2,0
74,1,0,2,0
55,0,6,2,0
849,0,30,2,1
282,4,26,6,1
343,4,13,7,1
163,1,0,1,0
42,2,3,2,0
262,2,2,2,0
330,1,3,3,1
85,6,4,3,1
149,3,30,2,1
92,1,2,0,0
791,9,27,6,1
710,0,26,4,1
167,3,4,4,1
547,1,14,3,1
630,5,5,4,1
706,6,7,4,1
79,0,3,2,0
171,1,1,1,0
302,6,21,8,1
226,0,3,0,0
335,0,10,9,1
414,4,13,10,1
208,1,2,2,0
451,2,19,3,1
288,7,18,3,1
166,0,1,3,0
183,2,0,1,0
777,5,0,7,1
29,5,5,2,0
96,1,2,6,0
108,1,2,0,0
95,5,3,7,1
977,3,5,6,1
140,2,0,1,0
138,6,26,0,1
966,10,20,10,1
90,2,21,6,1
29,1,3,2,0
438,1,1,1,0
475,1,16,4,1
175,1,3,1,0
219,0,0,0,0
297,2,1,2,0
154,2,3,5,0
228,2,8,6,0
793,3,20,3,1
961,7,1,4,1
140,0,2,1,0
213,2,10,4,0
126,1,2,1,0
172,3,2,2,0
96,0,1,6,0
487,2,0,0,0
405,1,3,2,0
197,3,3,2,0
297,5,2,0,0
188,7,10,7,1
683,7,30,4,1
213,0,1,5,1
168,1,2,0,0
26,0,6,3,0
101,0,9,2,0
525,3,20,1,1
200,2,2,0,0
138,9,5,9,1
846,0,4,4,1
157,3,13,9,1
94,0,1,2,0
199,2,22,4,1
153,2,4,0,0
605,7,16,7,1
972,8,1,8,1
187,4,28,9,1
226,3,19,4,1
175,2,3,1,0
156,1,3,2,0
469,0,10,3,1
704,2,9,10,1
158,0,0,5,0
38,0,0,2,0
176,2,1,2,0
117,2,24,5,1
766,10,11,10,1
160,0,3,2,0
177,4,3,5,0
237,1,0,1,0
223,9,30,1,1
106,2,5,10,1
170,2,9,10,1
75,1,4,0,0
78,1,10,2,0
224,2,3,2,0
204,2,1,2,0
502,2,4,5,1
113,0,6,6,0
261,1,3,0,0
445,2,3,2,0
174,1,4,2,0
159,6,19,7,1
63,1,2,0,0
172,2,2,2,0
205,4,3,3,1
909,8,13,7,1
237,0,3,2,0
71,2,2,1,0
288,3,6,1,0
458,1,3,9,1
192,9,13,8,1
133,1,2,2,0
184,2,1,1,0
243,1,1,0,0
341,6,28,6,1
51,0,2,0,0
130,8,10,3,1
147,4,2,4,1
21,0,1,1,0
757,9,12,7,1
107,2,2,6,0
546,0,22,7,1
514,2,11,3,1
288,3,1,1,0
184,2,0,2,0
169,2,0,2,0
599,2,18,9,1
286,1,7,4,0
294,0,2,1,0
165,3,4,0,0
487,5,3,2,0
137,7,18,7,1
198,2,0,0,0
243,8,30,7,1
82,3,1,10,1
247,10,2,6,1
149,2,0,0,0
814,7,7,7,1
418,7,20,3,1
828,4,17,1,1
83,1,0,0,0
54,1,1,6,0
721,5,19,1,1
93,1,5,1,0
483,0,2,6,0
329,3,1,2,0
816,0,28,10,1
745,10,18,6,1
860,9,13,10,1
121,10,23,7,1
168,3,27,5,1
99,0,1,1,0
132,3,8,5,1
839,1,27,10,1
194,10,27,5,1
912,10,5,0,1
888,7,9,8,1
814,0,7,9,1
101,3,0,1,1
71,1,2,2,0
131,0,2,0,0
699,4,11,10,1
123,3,2,2,0
441,0,3,2,0
119,3,5,4,1
321,9,11,6,1
425,1,2,0,0
994,8,16,0,1
66,0,0,2,0
29,0,1,2,0
756,3,28,9,1
127,0,4,0,0
119,5,23,1,1
386,0,0,1,0
155,2,1,1,0
788,3,0,8,1
819,8,14,7,1
237,1,3,2,0
890,10,28,8,1
68,1,3,0,0
263,1,0,2,0
412,1,2,2,0
192,3,16,3,1
862,3,5,5,1
869,10,8,3,1
568,4,17,10,1
475,4,15,8,1
290,1,0,0,0
82,5,30,8,1
123,1,2,0,0
268,4,1,1,0
59,2,13,9,1
865,5,7,3,1
141,1,2,3,1
281,0,30,4,1
618,6,20,10,1
220,2,1,1,0
636,9,9,6,1
103,0,1,0,0
31,0,3,1,0
102,6,19,7,1
177,0,1,1,0
115,6,20,3,1
125,2,3,6,0
700,6,22,4,1
757,7,19,6,1
420,0,11,4,1
86,0,5,0,0
129,3,30,1,1
911,3,18,8,1
65,6,16,10,1
80,4,19,6,1
132,2,2,6,0
424,10,1,7,1
222,2,0,5,0
349,3,6,10,1
212,5,1,3,0
133,4,23,3,1
900,2,2,1,1
242,2,3,0,0
163,2,25,3,1
195,2,1,1,0
767,5,4,6,1
892,7,24,8,1
90,8,23,6,1
269,0,3,2,0
470,3,22,10,1
241,4,5,6,1
97,0,3,0,0
289,9,4,10,1
174,2,1,1,0
102,2,0,0,0
83,3,0,0,0
393,10,5,4,1
457,6,26,10,1
417,5,13,8,1
108,6,9,2,1
212,2,3,1,0
244,6,6,3,1
195,2,28,3,1
89,4,26,4,1
130,1,2,5,0
107,4,18,8,1
289,0,0,2,0
57,1,1,2,0
133,0,20,6,1
255,1,1,0,0
262,0,3,1,0
171,1,2,0,0
244,1,0,0,0
166,0,22,7,1
249,0,3,2,0
427,3,16,6,1
192,7,17,9,1
150,1,10,1,0
58,3,1,10,1
728,6,5,9,1
52,1,1,2,0
201,2,1,2,0
27,4,2,4,0
156,1,0,2,0
310,9,16,1,1
161,6,22,3,1
341,4,8,2,0
161,3,9,3,1
291,0,3,0,0
754,6,17,9,1
269,2,3,2,0
181,1,3,0,0
171,0,1,0,0
271,1,3,6,0
186,2,1,1,0
272,1,3,0,0
157,3,15,3,1
830,5,29,5,1
239,4,15,5,1
299,0,8,0,0
531,4,10,1,1
150,1,1,0,0
121,8,10,8,1
646,4,5,7,1
832,6,25,1,1
38,1,3,2,0
157,2,24,6,1
286,0,3,2,0
107,2,0,2,0
808,5,4,4,1
164,1,2,5,0
398,1,0,1,0
191,2,1,4,1
706,0,17,6,1
493,3,1,4,0
36,0,3,2,0
521,1,5,9,1
153,2,29,4,1
179,9,29,3,1
840,7,24,5,1
194,2,5,1,0
52,2,3,0,0
237,1,9,2,0
657,5,28,3,1
847,4,19,7,1
375,2,0,0,0
20,1,1,2,0
475,5,8,3,1
183,0,2,0,0
208,0,0,1,0
668,9,1,5,1
83,10,5,4,1
189,1,2,1,0
264,1,4,1,0
214,1,2,1,0
180,5,10,0,0
223,1,0,5,0
395,5,3,10,1
187,4,18,3,1
793,4,1,2,1
217,0,0,1,0
61,3,0,6,1
81,6,3,2,1
488,0,3,2,0
169,1,0,6,0
666,3,20,4,1
935,4,10,8,1
96,2,0,1,0
440,10,5,7,1
256,0,1,2,0
265,0,4,3,0
791,3,22,7,1
843,5,8,5,1
962,2,19,8,1
840,1,16,5,1
180,2,5,8,1
32,0,2,1,0
243,5,9,4,1
325,1,0,2,0
39,0,0,1,0
296,2,3,1,0
647,3,22,8,1
351,1,0,0,0
100,5,3,2,0
220,4,3,1,0
782,6,6,8,1
28,4,1,1,0
190,3,3,2,0
480,4,28,9,1
204,1,2,0,0
81,1,1,2,0
259,1,0,2,0
263,1,3,1,0
956,6,5,7,1
56,9,3,3,1
240,4,0,1,1
219,1,3,1,0
230,0,1,0,0
270,4,1,1,0
185,2,1,1,0
185,0,3,0,0
56,1,2,2,0
649,6,2,0,1
48,2,9,1,0
937,2,10,7,1
140,1,2,2,0
465,6,12,6,1
742,7,6,3,1
173,1,7,2,1
66,1,1,1,0
52,2,0,1,0
89,2,1,0,0
50,2,6,8,1
97,2,29,10,1
489,2,1,0,0
349,8,7,2,1
271,2,4,0,0
27,2,2,0,0
66,1,10,2,0
219,1,8,1,1
114,4,6,7,1
651,9,11,10,1
283,2,3,5,0
250,2,8,1,0
153,1,2,0,0
834,0,9,6,1
308,4,1,1,1
459,1,0,2,0
782,1,14,5,1
278,5,2,0,0
212,4,3,0,0
207,0,3,1,0
179,0,3,0,0
208,7,14,10,1
56,3,1,2,0
73,2,2,0,0
356,10,3,9,1
439,3,27,9,1
186,1,4,2,0
150,5,3,2,0
247,0,1,4,0
229,2,3,0,0
192,1,9,2,0
266,0,0,0,0
335,2,1,10,1
209,4,2,4,1
304,0,4,1,0
696,6,7,4,1
207,2,9,2,0
205,5,16,7,1
117,2,29,9,1
258,2,0,0,0
797,9,9,6,1
277,1,10,0,0
35,2,0,2,0
673,1,19,3,1
384,1,12,6,1
63,1,0,2,0
31,5,1,6,0
159,0,1,2,0
141,9,5,1,1
255,1,0,1,0
243,2,0,1,0
475,1,7,7,1
200,2,3,0,0
429,4,21,9,1
376,8,19,8,1
209,2,0,1,0
53,0,0,1,0
916,6,22,7,1
121,0,17,4,1
144,0,2,2,0
126,0,1,2,0
210,2,3,4,0
78,1,9,2,0
45,2,3,2,0
204,2,0,2,0
100,0,2,6,0
616,3,8,7,1
88,1,25,10,1
265,2,1,2,0
267,5,2,1,0
328,1,2,1,0
236,1,0,2,0
137,0,3,1,0
122,0,8,1,1
45,2,0,1,0
273,1,0,2,0
473,1,0,1,0
253,2,0,1,0
317,0,1,1,0
144,0,0,9,1
736,3,3,9,1
860,5,16,6,1
382,5,4,9,1
973,5,21,8,1
70,2,0,1,0
51,2,6,3,1
540,7,28,10,1
574,9,1,5,1
246,0,1,2,0
231,0,4,2,0
482,2,0,2,0
228,1,0,2,0
292,5,2,1,0
32,1,3,1,0
237,3,0,6,0
148,3,0,1,0
171,0,3,1,0
658,3,16,10,1
558,3,5,0,1
917,2,17,3,1
139,1,0,3,0
177,0,3,4,0
531,3,25,3,1
221,0,2,1,0
96,1,0,2,0
256,0,1,1,0
57,7,5,1,1
300,0,1,1,0
140,1,3,4,0
786,4,6,5,1
653,9,30,9,1
121,0,0,2,0
89,5,15,9,1
350,7,13,8,1
183,2,2,5,0
286,4,3,2,0
242,1,2,1,0
65,1,5,2,0
278,7,18,10,1
501,2,9,8,1
118,1,3,0,0
253,2,6,2,0
80,10,25,7,1
103,0,0,1,0
358,1,17,1,1
84,0,0,0,0
270,1,3,4,0
81,0,2,2,0
173,2,1,5,0
882,1,18,9,1
587,6,1,10,1
57,2,0,5,0
918,6,1,5,1
245,2,2,2,0
657,9,29,3,1
109,1,3,0,0
72,2,3,2,0
209,1,2,0,0
138,2,28,7,1
149,3,1,2,0
100,7,20,5,1
323,3,25,3,1
387,1,3,0,0
285,2,3,1,0
784,4,12,10,1
859,1,28,5,1
599,4,15,10,1
125,8,28,10,1
280,2,3,2,0
522,9,16,10,1
885,3,14,5,1
274,4,0,2,0
542,2,22,3,1
374,4,10,9,1
168,3,6,0,1
482,3,16,6,1
971,0,13,3,1
458,2,2,2,0
576,0,12,3,1
73,1,1,2,0
629,9,21,1,1
255,2,1,2,0
270,2,3,1,0
540,6,8,8,1
470,1,18,9,1
178,0,8,2,0
83,0,3,2,0
992,1,18,1,1
184,2,3,2,0
755,9,6,6,1
245,4,16,0,1
361,0,3,0,0
74,0,2,0,0
78,8,17,2,1
577,4,27,9,1
28,4,0,0,0
933,3,29,4,1
106,0,3,0,0
53,1,3,2,0
130,2,11,3,1
295,2,1,3,0
269,2,0,5,0
294,4,15,9,1
137,2,0,0,0
240,0,2,0,0
54,1,6,0,0
235,0,1,3,0
110,3,0,2,0
878,7,25,3,1
118,9,13,10,1
186,2,2,2,0
508,5,24,8,1
166,0,0,2,0
134,5,1,0,0
183,2,9,0,0
195,1,0,0,0
215,5,2,5,0
371,0,4,6,1
192,2,30,7,1
510,4,24,9,1
188,3,5,4,1
552,4,23,9,1
293,1,3,0,0
275,1,1,2,0
153,4,1,1,0
280,1,0,1,0
731,3,13,7,1
333,10,0,0,1
335,4,21,9,1
172,2,1,1,0
290,1,7,1,0
184,3,2,2,0
176,0,7,6,0
181,2,3,1,0
243,1,5,2,0
97,0,3,0,0
82,3,26,9,1
196,10,1,8,1
452,10,3,4,1
841,4,15,9,1
820,3,20,6,1
273,2,26,6,1
489,5,28,0,1
475,7,15,10,1
402,2,3,2,0
80,0,2,6,0
197,3,3,2,0
228,1,3,2,0
28,1,2,0,0
150,5,1,7,1
825,6,21,8,1
596,1,3,5,1
214,1,2,3,0
723,2,3,5,1
431,6,20,10,1
50,0,1,0,0
313,1,10,2,0
291,2,2,4,0
742,6,23,6,1
189,2,2,2,0
217,2,3,2,0
114,0,0,3,0
43,2,1,1,0
231,1,3,6,0
85,0,2,1,0
54,5,12,7,1
440,1,3,2,0
108,4,3,0,0
80,1,3,2,0
404,5,10,1,1
195,0,0,1,0
959,2,30,6,1
110,1,2,0,0
240,1,1,1,0
297,1,8,2,0
249,5,2,2,0
75,3,7,6,1
155,4,15,10,1
283,0,2,1,0
473,1,0,2,0
217,2,10,0,0
156,4,4,0,1
207,2,2,2,0
493,3,0,2,0
340,1,3,6,0
116,2,24,1,1
149,2,8,0,0
596,1,5,0,1
260,1,1,1,0
891,8,5,2,1
870,7,1,10,1
395,10,13,3,1
65,5,2,2,0
807,7,22,4,1
134,9,2,6,1
73,8,11,9,1
149,1,7,2,0
147,7,25,5,1
224,4,26,2,1
454,2,3,5,0
90,1,3,2,0
329,1,2,1,0
184,2,4,1,0
207,6,2,5,1
241,2,3,1,0
855,4,3,10,1
296,0,1,1,0
806,10,23,7,1
218,1,1,1,0
81,1,8,0,0
286,3,23,3,1
466,2,1,0,0
193,0,0,2,0
167,2,0,1,0
167,5,3,4,0
965,1,11,6,1
134,5,3,10,1
471,6,5,5,1
353,2,7,5,1
104,1,3,1,0
629,9,7,2,1
603,10,11,3,1
141,1,10,0,0
314,0,2,0,0
455,1,3,0,0
223,0,6,0,0
649,7,11,0,1
252,0,2,4,0
153,2,10,5,0
79,1,0,2,0
203,2,2,0,0
148,2,0,1,0
83,2,1,0,0
65,3,2,1,0
21,0,1,2,0
736,5,29,9,1
21,1,7,3,0
220,9,24,2,1
54,0,3,1,0
583,2,10,6,1
200,2,2,5,0
558,6,24,5,1
347,0,3,1,0
368,2,26,9,1
215,2,0,1,0
534,3,6,0,1
125,1,0,2,0
788,3,10,3,1
84,2,1,2,0
969,4,26,6,1
169,0,0,2,0
333,3,5,4,1
140,5,5,8,1
259,1,0,0,0
288,1,2,5,0
350,9,7,1,1
230,3,14,7,1
258,0,2,2,0
258,5,9,2,0
180,8,30,9,1
842,2,23,0,1
505,4,25,6,1
97,2,1,1,0
400,0,10,0,0
863,2,22,10,1
219,4,0,2,0
898,9,8,4,1
224,1,1,3,0
20,2,2,0,0
497,6,2,4,1
71,2,0,2,0
127,2,30,4,1
357,6,15,7,1
203,0,2,6,0
739,3,5,1,1
500,4,18,3,1
359,2,1,0,0
786,8,9,0,1
337,0,3,2,0
128,5,4,3,1
935,5,18,9,1
66,0,1,2,0
253,0,3,1,0
397,2,11,1,1
126,1,2,1,0
892,5,6,5,1
577,6,1,5,1
125,5,8,3,1
298,2,1,6,0
689,10,27,9,1
199,2,2,0,0
967,3,28,3,1
665,2,23,0,1
408,1,0,1,0
882,0,0,9,1
438,7,5,6,1
257,4,3,1,0
150,0,3,2,0
261,10,27,6,1
862,3,2,4,1
453,3,1,0,0
68,2,3,2,0
245,1,3,1,0
223,7,21,3,1
493,9,6,9,1
223,0,0,1,0
47,0,0,1,0
808,6,14,3,1
835,8,6,8,1
283,2,3,1,0
909,1,25,4,1
381,1,1,0,0
149,3,25,6,1
185,2,21,6,1
178,3,20,3,1
181,2,2,0,0
371,0,1,3,1
982,4,15,5,1
151,0,0,5,0
207,0,9,1,0
127,0,0,2,0
671,6,18,0,1
212,1,3,1,0
254,0,0,1,0
668,8,5,3,1
22,2,2,2,0
60,1,3,0,0
